Chrom	Gene Name	Strand	Positions
chr17	LOC100131347	+	[39063303, 39067130]
chr17	APPBP2	-	[60443149, 60445533, 60447386, 60522577, 60526210]
chr17	QRICH2	-	[76274049]
chr17	KRT40	-	[40977975]
chr17	COA3	-	[42797634]
chr17	LGALS3BP	-	[78971253]
chr17	NXPH3	+	[49580357]
chr17	LINC01979	-	[79915252]
chr17	LINC01970	-	[82290146]
chr17	LINC01976	+	[43938958]
chr17	PITPNA-AS1	+	[1517718, 1517980, 1518091]
chr17	ARSG	+	[68267028, 68268196, 68420813, 68425930]
chr17	HAP1	-	[41722640]
chr17	CA4	+	[60159539, 60177270, 60177492]
chr17	PNMT	+	[39670470]
chr17	CHRNE	-	[4897771, 4898054, 4902249]
chr17	TNRC6C	+	[78009085, 78075384, 78093541, 78106177, 78107262, 78107401]
chr17	TEX19	+	[82363774]
chr17	UBBP4	+	[22205138]
chr17	USP22	-	[20999593, 20999735, 20999841, 21000999, 21021121, 21026425, 21032923, 21035771, 21037286, 21041657]
chr17	RAB5C	-	[42124976, 42125169, 42127638, 42153628]
chr17	SENP3-EIF4A1	+	[7565939, 7566277, 7568817, 7571791, 7571963, 7576096, 7578183, 7578581, 7578928]
chr17	ZNF232	-	[5105734, 5114378]
chr17	SSH2	-	[29625938, 29626060, 29629545, 29645149, 29646331, 29646712, 29658823, 29674177, 29674331, 29687978, 29692229, 29697300, 29702683, 29704088, 29704524, 29707423, 29767488, 29767602, 29859867, 29862218, 29865104, 29876066, 29879449, 29925226, 29928282]
chr17	CENPX	-	[82018703]
chr17	CENPV	-	[16342534, 16342848, 16343351, 16343534, 16344097, 16344455, 16345264, 16348038]
chr17	PAFAH1B1	+	[2685613]
chr17	PYY	-	[43952738]
chr17	GH1	-	[63917203]
chr17	CSF3	+	[40017812]
chr17	MRPL45	+	[38297849, 38303689, 38305726, 38318012, 38323131]
chr17	RILP	-	[1646150]
chr17	CYBC1	-	[82442643]
chr17	SP2-AS1	-	[47898784, 47906381, 47928838, 47928956, 47941231]
chr17	DHX33	-	[5440912]
chr17	DDX52	-	[37609811, 37618604, 37618817, 37642264, 37643384]
chr17	B3GNTL1	-	[82942703, 82943185, 82943791, 82945921, 82981737]
chr17	ALYREF	-	[81887844]
chr17	DNAH2	+	[7743900]
chr17	SUPT6H	+	[28701732, 28702230, 28702678]
chr17	DNAH9	+	[11612833, 11969747]
chr17	LOC101928266	-	[9171068]
chr17	LOC339192	-	[45212226]
chr17	CCDC47	-	[63745250, 63745366, 63745512, 63745627, 63746457, 63746666, 63751977, 63765428, 63766077]
chr17	CCDC43	-	[44677440]
chr17	CCDC42	-	[8729950]
chr17	CCDC40	+	[80066770, 80067276, 80067887, 80100608]
chr17	MYH2	-	[10521148, 10537861]
chr17	MYH3	-	[10628526]
chr17	COASY	+	[42566276]
chr17	MYH4	-	[10443290]
chr17	CFAP97D1	+	[43782804, 43784507]
chr17	VTN	-	[28367284]
chr17	LOC100996842	-	[7581974, 7582108]
chr17	STX8	-	[9250471, 9250619, 9258755, 9281886, 9345233, 9355461, 9359594, 9378552, 9470013, 9543644, 9550321]
chr17	CCL4L1	+	[36105613, 36194869, 36212872]
chr17	CCL4L2	+	[36105613, 36194869, 36212872]
chr17	LINC02091	-	[183824]
chr17	LINC02092	+	[73800792]
chr17	GDPD1	+	[59253448, 59269524, 59273020, 59274005]
chr17	LINC02097	+	[72079939, 72093480]
chr17	CRHR1	+	[45789214, 45789358, 45835824]
chr17	C17orf98	-	[38835088]
chr17	PHF12	-	[28905945, 28912698, 28913023]
chr17	C17orf97	+	[414438, 414577]
chr17	EZH1	-	[42700275]
chr17	TEN1	+	[76000581]
chr17	DRG2	+	[18107969]
chr17	AURKB	-	[8204733]
chr17	TBC1D3P5	+	[27431622]
chr17	YWHAE	-	[1344539, 1344916, 1355060, 1365002, 1367551, 1368187, 1368704, 1397948, 1399044, 1400048, 1400158]
chr17	TOM1L1	+	[54917451, 54923848, 54937255, 54938032, 54944333, 54944755, 54945221, 54945963, 54951902, 54952956, 54961206, 54961843, 54961955]
chr17	ZBTB4	-	[7459366, 7459668, 7460016, 7460230, 7469260, 7469597, 7472625, 7472736, 7474305, 7477936, 7479416, 7481338, 7481899, 7482231]
chr17	NBR2	+	[43127945, 43134543, 43137361, 43138767, 43140253, 43148368, 43153670]
chr17	NBR1	+	[43178135, 43183244, 43186309, 43189072, 43189215, 43202432, 43209856, 43210111, 43210755, 43211018, 43211248, 43211396, 43211610]
chr17	CDC42EP4	-	[73283624]
chr17	CASC3	+	[40140768, 40141468, 40141591, 40142299, 40161755, 40166675, 40171980, 40172096]
chr17	MIR22HG	-	[1711511]
chr17	TBKBP1	+	[47711977]
chr17	VAMP2	-	[8159149]
chr17	WFIKKN2	+	[50842347]
chr17	ABI3	+	[49223013, 49223223]
chr17	SLFN5	+	[35265933, 35267011]
chr17	PITPNC1	+	[67692917, 67693533, 67695663, 67697255]
chr17	CACNA1G-AS1	-	[50556207]
chr17	ACADVL	+	[7217909, 7218084, 7218300, 7218998, 7223584, 7224698, 7225190]
chr17	SLC6A4	-	[30194319, 30196171, 30196358, 30197765, 30197888]
chr17	KRT31	-	[41393724]
chr17	KRT35	-	[41476689]
chr17	KRT34	-	[41377669]
chr17	KRT36	-	[41486136]
chr17	PPY2P	+	[28248285]
chr17	KIF2B	+	[53825192]
chr17	PECAM1	-	[64319415, 64322503, 64323050]
chr17	H3F3B	-	[75776434, 75777439, 75778020, 75778250]
chr17	BRCA1	-	[43044295, 43044886, 43045024, 43048587, 43063914, 43093592, 43093695, 43100778, 43103228, 43103687, 43119742]
chr17	ANKRD40	-	[50693190, 50693367, 50693479, 50694857, 50701401]
chr17	NT5C	-	[75130264]
chr17	RFNG	-	[82047902]
chr17	USP32	-	[60177492, 60179094, 60219637, 60249058, 60364803, 60368135]
chr17	CCL23	-	[36013057]
chr17	SHMT1	-	[18327873, 18328055, 18328524]
chr17	PLD6	-	[17200995]
chr17	P4HB	-	[81843159]
chr17	PLD2	+	[4823428]
chr17	PHB	-	[49404052, 49404323, 49404835]
chr17	MCRIP1	-	[81822411]
chr17	SECTM1	-	[82321303]
chr17	PNPO	+	[47947017, 47947411, 47948155, 47948274, 47949186, 47949307]
chr17	RNF213	+	[80268262, 80273315, 80320246, 80321341, 80321462, 80321606, 80333841, 80347196, 80348040, 80350140, 80351830, 80367472, 80375058, 80377338, 80380463, 80382137, 80384960, 80393795, 80394293, 80394453, 80395136, 80395311]
chr17	ZACN	+	[76081018, 76081148, 76081457, 76082391]
chr17	SCO1	-	[10680337]
chr17	SKAP1	-	[48133440, 48163964, 48183541, 48188347, 48188694, 48197537, 48211205, 48261516, 48262689, 48307828, 48377262, 48426887]
chr17	MED24	-	[40019097, 40023295, 40023406, 40025510, 40028039, 40028193, 40033791, 40054422]
chr17	HOXB-AS3	+	[48591257, 48591862, 48595751, 48595880, 48598520, 48602337, 48603629]
chr17	HOXB-AS1	+	[48548385, 48548870, 48549829, 48549973]
chr17	PITPNA	-	[1518091, 1520253, 1524140, 1534205, 1536984, 1546003, 1548978, 1549405, 1549526, 1553973, 1554464, 1556061]
chr17	KRTAP9-8	+	[41239003]
chr17	KRTAP9-9	+	[41233453, 41239003, 41250652, 41256355]
chr17	KANSL1	-	[46029916, 46030018, 46031416, 46035769, 46058993, 46137325, 46138237, 46138713, 46147492, 46147641, 46148125, 46148262, 46153456, 46154301, 46178643, 46178766, 46196722, 46200015]
chr17	SMURF2	-	[64545068, 64545180, 64545359, 64545631, 64554953, 64566655, 64576954, 64589444, 64591043, 64593261, 64607223, 64646154, 64646481, 64650269, 64650472, 64655330, 64655490, 64659616, 64659800]
chr17	KRTAP9-2	+	[41227651]
chr17	KRTAP9-3	+	[41233453]
chr17	KRTAP9-4	+	[41250652]
chr17	KRTAP9-7	-	[41046541, 41054498, 41059240, 41065116, 41085140, 41096981, 41106487, 41117181, 41123091, 41139433, 41148924, 41159651, 41167231, 41177446, 41184104, 41227651, 41233453, 41239003, 41250652, 41256355]
chr17	JUP	-	[41754608]
chr17	CDK5R1	+	[32491250]
chr17	NARF	+	[82488266]
chr17	HOXB6	-	[48595751, 48595880, 48598520, 48602337, 48603629]
chr17	BAHCC1	+	[81466330]
chr17	EPN3	+	[50542363, 50542803, 50543749]
chr17	EPN2	+	[19238242, 19239953, 19242005, 19246655, 19250319, 19255215, 19255727, 19274387, 19283031, 19286743, 19290592, 19294023, 19296596, 19329615, 19334695, 19334900, 19335091, 19335472, 19336640]
chr17	LOC101928418	-	[12671862]
chr17	USP32P1	+	[16804454]
chr17	USP32P2	-	[18511264]
chr17	HOXB4	-	[48575507, 48575671, 48575849, 48576586]
chr17	C17orf112	+	[52987651]
chr17	MRPS23	-	[57839481, 57839621, 57844206]
chr17	RHBDF2	-	[76470896]
chr17	LOC100130950	+	[5235642]
chr17	MEIOC	+	[44673688, 44675522]
chr17	TBX2	+	[61409465]
chr17	TBX4	+	[61475742, 61485109]
chr17	JMJD6	-	[76712832, 76718451]
chr17	LOC101928251	+	[73518769]
chr17	ERN1	-	[64039142, 64039398, 64066604, 64094713, 64128804]
chr17	FAM106A	-	[18524566]
chr17	ACACA	-	[37084997, 37085562, 37143351, 37143864, 37247969, 37328655, 37359290, 37360357, 37360901, 37392707, 37405962]
chr17	YWHAEP7	-	[37855078]
chr17	SLFN11	-	[35350570]
chr17	SLFN12	-	[35411060, 35411161, 35414075, 35422982]
chr17	SLFN13	-	[35435096, 35438983]
chr17	RAD51D	-	[35099792, 35100382]
chr17	RAD51C	+	[58695165, 58695313, 58700252, 58734225, 58734330]
chr17	MIR5096	+	[4163907, 4166173, 4169098, 4172629, 4174286, 4174803, 4175399, 4188235, 4194514, 4214587]
chr17	MPRIP	+	[17053858, 17057949, 17061089, 17064874, 17067149, 17088243, 17088620, 17088797, 17095820, 17104414, 17115616, 17122976, 17124625, 17150288, 17150588, 17162229, 17163847, 17167946, 17169887, 17178120, 17185487, 17191143, 17192565]
chr17	MIEN1	-	[39728500, 39728661, 39729156]
chr17	MLLT6	+	[38714239, 38721155, 38727187, 38729802]
chr17	ROCR	-	[72021851]
chr17	PHOSPHO1	-	[49224159]
chr17	PDE6G	-	[81650459]
chr17	ZNHIT3	+	[36495426, 36495582, 36495810, 36497637]
chr17	STAC2	-	[39210536]
chr17	C17orf67	-	[56791913, 56801712, 56803841, 56811559]
chr17	SPOP	-	[49598884, 49599284, 49599662, 49600104]
chr17	MYBBP1A	-	[4538904, 4539034]
chr17	PLEKHM1P1	-	[64806782, 64820694]
chr17	SNORA50C	+	[64146385]
chr17	RAMP2-AS1	-	[42758295]
chr17	KRT19	-	[41523617]
chr17	LYRM9	-	[27878314]
chr17	MRC2	+	[62633431, 62642601, 62655741, 62693502]
chr17	NXN	-	[799340, 799599, 804253, 808401, 810680, 815076, 881612, 904706, 905307, 906852, 911211, 911837, 946833, 949181, 978374]
chr17	ANAPC11	+	[81900255]
chr17	FLII	-	[18244816]
chr17	LRRC37A	+	[46299134, 46309507, 46329421, 46337793]
chr17	LRRC37B	+	[32050331, 32053402]
chr17	KRT28	-	[40792233]
chr17	SPAG9	-	[50962174, 50962296, 50962480, 50962734, 50963921, 50965257, 50965643, 50965758, 50965877, 50976682, 50989540, 50995762, 50998128, 51007307, 51079676, 51120354, 51120470]
chr17	KRT23	-	[40922697, 40929676]
chr17	COG1	+	[73201856, 73202968, 73204309, 73204462, 73204627, 73207353, 73207853, 73208427]
chr17	SPAG5	-	[28577565]
chr17	KRT26	-	[40766238]
chr17	KRT27	-	[40776808]
chr17	KRT24	-	[40697991]
chr17	KRT25	-	[40748021]
chr17	ALOX12-AS1	-	[7010735]
chr17	PCGF2	-	[38733897, 38735024]
chr17	UBB	+	[16382739]
chr17	LOC101927166	+	[48445313, 48448421, 48458676, 48460081, 48465437, 48466039]
chr17	ELP5	+	[7252962, 7253133, 7254594, 7254841, 7258214, 7259731, 7259856]
chr17	TBC1D3P2	-	[62264705]
chr17	PTGES3L	-	[42968088]
chr17	TAF15	+	[35813045, 35821002, 35827253, 35828555, 35829552, 35830063, 35831333, 35837133, 35837270, 35838308, 35847140]
chr17	TMEM238L	-	[10794913]
chr17	DPRXP4	+	[30975997]
chr17	AANAT	+	[76470116]
chr17	LOC728392	-	[5499427]
chr17	PCTP	+	[55751655, 55757510, 55759089, 55761608, 55761892, 55772505, 55777313, 55823083]
chr17	NPEPPS	+	[47562664, 47584165, 47603864, 47605081, 47616751, 47620988, 47621111, 47621799, 47622034, 47622176, 47622964, 47623186]
chr17	RNF227	-	[7913324]
chr17	C1QL1	-	[44959693]
chr17	TMEM98	+	[32941642]
chr17	TMEM99	+	[40820013, 40830955, 40831479, 40834856, 40834973, 40835084, 40836269]
chr17	SIRT7	-	[81911939]
chr17	GSG1L2	-	[9805072]
chr17	ODF4	+	[8346038]
chr17	TMEM92	+	[50279787, 50281484]
chr17	TMEM97	+	[28327746, 28328224, 28328327, 28328684]
chr17	TMEM94	+	[75496584, 75499849, 75500005, 75500261]
chr17	TMEM95	+	[7357217]
chr17	TRIM47	-	[75874164]
chr17	CARD14	+	[80198923, 80200673, 80202630, 80208970, 80209264]
chr17	ASPA	+	[3499391]
chr17	FAM57A	+	[741713, 742834, 742965]
chr17	ACE	+	[63497619, 63498379]
chr17	CYTH1	-	[78674048, 78674259, 78709885, 78727483, 78750989]
chr17	TBC1D3	+	[38060916, 38077364, 38077562, 38086459, 38154137, 38175404, 38184448]
chr17	AFMID	+	[78197557, 78207700]
chr17	KDM6B	+	[7844881, 7848608, 7850116, 7850421, 7852783, 7853679, 7854625]
chr17	FGF11	+	[7444079, 7444931]
chr17	INCA1	-	[4988130]
chr17	UNC13D	-	[75827225]
chr17	FAM187A	+	[44905384]
chr17	TNFRSF13B	-	[16939084]
chr17	WSCD1	+	[6121300, 6124426]
chr17	KRT20	-	[40875941]
chr17	GLP2R	+	[9866976, 9892098]
chr17	RUNDC3A	+	[44317869, 44318669]
chr17	CNTNAP1	+	[42699813]
chr17	SRCIN1	-	[38530024, 38541281, 38544578]
chr17	LOC101927877	+	[62836370]
chr17	TSR1	-	[2323638, 2324096, 2324340, 2325133, 2325258, 2333390]
chr17	SLC9A3R1	+	[74769352]
chr17	LSM12	-	[44034635, 44035758]
chr17	RAD51L3-RFFL	-	[35009114, 35009242, 35009742, 35011344, 35073831, 35092208, 35097675, 35099792, 35100382]
chr17	UBE2G1	-	[4269259, 4270831]
chr17	HILS1	-	[50171428]
chr17	ULK2	-	[19770830, 19774151, 19774825, 19775282, 19775991, 19776276, 19781348, 19799973, 19807892, 19808047, 19808167, 19835169, 19839022, 19839387, 19866634]
chr17	KCNJ12	+	[21419866]
chr17	NAGS	+	[44009059]
chr17	GGT6	-	[4556927, 4557312]
chr17	FBF1	-	[75909574, 75909845]
chr17	CCDC144NL	-	[20863424]
chr17	C1QTNF1	+	[79049784]
chr17	CFAP52	+	[9594485, 9643445]
chr17	TLCD2	-	[1702790]
chr17	BPTF	+	[67960376, 67981761, 67983152, 67984377]
chr17	PGAP3	-	[39671122]
chr17	TLCD1	-	[28724348]
chr17	IFT20	-	[28328327, 28328684, 28335415]
chr17	C17orf75	-	[32331596]
chr17	POLG2	-	[64477785, 64477886, 64480315, 64483799, 64485276]
chr17	CPD	+	[30380370, 30437247, 30464947, 30466343, 30467192, 30467586, 30467690, 30468375, 30468513, 30468678, 30468980, 30469304, 30469601]
chr17	MFAP4	-	[19383442, 19383543, 19383662, 19383879]
chr17	GABARAP	-	[7240419]
